timestamp,;location_id;traffic_volume;avg_vehicle_speed;vehicle_count_cars;vehicle_count_trucks;vehicle_count_bikes;weather_condition;temperature;humidity;accident_reported;signal_status;
01/01/2024;07.31.00;4;885;4.630.309.880.184.560;743;69;12;Cloudy;1.673.776.553.045.740;5.149.796.481.117.490;0;Green
01/01/2024;07.32.00;5;639;7.977.573.719.149.260;120;44;16;Rainy;13.621.320.681.706.100;3.515.053.665.723.490;0;Green
01/01/2024;07.33.00;5;666;33.750.317.072.849.700;576;97;38;Sunny;24.538.261.856.927.700;7.379.493.777.075.460;0;Red
01/01/2024;07.34.00;4;218;5.281.255.795.256.260;101;46;23;Foggy;14.205.340.058.355.200;822.682.890.097.293;0;Red
01/01/2024;07.35.00;2;266;60.240.531.522.939.500;548;78;2;Windy;2.061.577.899.475.720;8.820.387.222.120.980;1;Yellow
01/01/2024;07.36.00;5;427;6.205.205.815.168.590;92;25;29;Windy;21.524.301.306.391.200;855.959.928.462.941;0;Yellow
01/01/2024;07.37.00;3;168;3.224.147.994.431.470;33;13;12;Cloudy;10.512.301.171.949.300;7.784.507.452.999.490;0;Red
01/01/2024;07.38.00;2;239;59.239.645.540.388.000;452;53;18;Foggy;10.420.181.995.528.500;686.083.159.347.437;0;Red
01/01/2024;07.39.00;3;816;6.910.217.398.888.020;176;70;6;Rainy;2.300.531.721.892.070;7.688.760.874.983.830;1;Yellow
01/01/2024;07.40.00;1;419;23.001.114.609.266.700;754;45;8;Windy;27.400.868.305.728.300;5.592.502.277.112.400;0;Green
01/01/2024;07.41.00;2;827;74.691.277.599.519;151;30;18;Foggy;3.355.356.205.701.010;656.865.728.874.501;0;Green
01/01/2024;07.42.00;5;198;21.770.243.308.712.300;357;87;44;Cloudy;14.477.982.103.923.800;5.092.198.854.835.110;0;Red
01/01/2024;07.43.00;2;725;4.135.826.194.930.360;423;58;39;Sunny;12.581.470.235.902.000;49.602.552.898.822.900;0;Red
01/01/2024;07.44.00;2;701;20.948.791.773.977.700;395;94;21;Cloudy;11.302.197.673.178.700;7.540.150.639.656.200;0;Yellow
01/01/2024;07.45.00;2;908;2.462.871.011.237.490;578;28;17;Cloudy;20.901.039.572.823.700;5.723.596.693.821.370;0;Red
01/01/2024;07.46.00;2;537;7.467.009.711.080.470;126;95;22;Foggy;2.557.868.418.339.890;4.272.967.577.586.170;0;Green
01/01/2024;07.47.00;3;819;4.129.164.984.476.880;639;16;1;Windy;31.013.833.918.781.600;4.211.628.971.651.190;0;Yellow
01/01/2024;07.48.00;1;423;4.548.629.182.550.310;284;13;49;Foggy;27.066.122.057.328.200;8.155.034.169.419.600;0;Yellow
01/01/2024;07.49.00;4;830;3.292.066.288.295.310;224;35;49;Sunny;15.209.019.726.871.400;7.066.562.966.176.020;0;Green
01/01/2024;07.50.00;2;742;5.582.574.621.120.310;98;57;10;Foggy;21.544.259.159.906.900;6.276.276.440.148.690;0;Green
01/01/2024;07.51.00;5;209;5.568.819.288.066.730;174;23;30;Rainy;3.275.865.865.771.630;5.405.632.415.978.150;0;Yellow
01/01/2024;07.52.00;2;400;4.233.202.350.951.310;802;62;32;Cloudy;1.816.852.656.193.420;55.849.043.447.227.500;0;Red
01/01/2024;07.53.00;5;961;399.820.923.083.239;266;90;13;Windy;2.246.825.912.729.820;33.446.111.651.696.600;0;Green
01/01/2024;07.54.00;3;337;7.309.785.849.083.520;550;24;15;Sunny;3.396.413.336.609.240;5.729.460.869.207.050;0;Yellow
01/01/2024;07.55.00;5;337;42.997.054.378.532.000;877;58;10;Cloudy;28.367.700.139.342.400;7.772.729.463.732.490;0;Red
01/01/2024;07.56.00;4;941;4.961.005.952.926.440;557;31;32;Foggy;286.935.096.410.423;5.327.918.880.571.930;0;Red
01/01/2024;07.57.00;1;275;36.998.285.745.495.800;748;81;6;Rainy;1.630.835.011.033.060;5.301.487.515.259.540;0;Yellow
01/01/2024;07.58.00;5;572;6.720.617.020.142.760;173;17;30;Foggy;20.367.452.957.628.200;3.094.299.498.115.720;0;Green
01/01/2024;07.59.00;5;571;438.468.894.139.455;173;36;47;Cloudy;12.058.554.077.418.000;57.470.115.753.484.100;0;Red
01/01/2024;08.00.00;1;832;5.081.666.279.265.940;705;25;45;Sunny;2.516.314.667.626.330;3.152.025.917.687.800;1;Green
01/01/2024;08.01.00;4;322;3.520.143.020.357.960;111;8;46;Windy;12.593.254.113.562.300;6.422.096.568.052.560;0;Yellow
01/01/2024;08.02.00;2;985;7.925.957.554.047.510;452;98;13;Cloudy;3.089.773.955.514.880;6.040.700.289.493.880;0;Green
01/01/2024;08.03.00;5;451;3.748.974.445.542.330;357;63;27;Sunny;3.036.384.467.549.990;8.040.050.993.543.990;0;Red
01/01/2024;08.04.00;1;232;6.624.455.185.433.310;499;71;42;Cloudy;2.334.012.752.805.770;6.490.683.665.554.320;0;Yellow
01/01/2024;08.05.00;3;714;4.564.973.902.140.550;712;19;15;Rainy;13.529.150.829.925.700;49.405.641.319.332.900;0;Red
01/01/2024;08.06.00;1;537;32.373.044.305.048.300;150;53;18;Foggy;10.639.474.579.879.200;60.973.860.565.014.800;0;Red
01/01/2024;08.07.00;3;876;6.798.312.583.789.160;469;85;16;Windy;2.991.771.668.856.430;7.198.238.134.499.510;0;Yellow
01/01/2024;08.08.00;4;895;4.001.640.734.174.250;829;82;25;Sunny;2.500.351.208.033.560;35.637.827.724.622.900;0;Yellow
01/01/2024;08.09.00;2;173;7.191.160.084.386.860;806;29;5;Windy;27.773.240.918.697.000;6.726.444.530.822.600;0;Green
01/01/2024;08.10.00;1;675;7.491.543.109.506.930;292;52;42;Windy;1.759.517.814.340.910;8.499.757.691.867.870;0;Yellow
01/01/2024;08.11.00;5;839;7.158.943.012.347.650;607;91;48;Windy;22.737.068.446.097.800;4.794.781.773.787.460;0;Green
01/01/2024;08.12.00;4;463;2.210.047.488.840.830;196;98;8;Sunny;2.867.935.426.349.120;6.759.750.569.258.470;0;Yellow
01/01/2024;08.13.00;1;774;6.724.240.070.030.630;715;62;49;Sunny;2.156.408.270.784.490;792.797.670.210.146;0;Red
01/01/2024;08.14.00;5;221;44.680.367.989.948.600;850;10;16;Windy;2.503.460.556.921.820;60.708.383.846.317.400;0;Green
01/01/2024;08.15.00;1;337;724.233.752.109.335;662;30;30;Foggy;29.743.206.545.199.000;7.307.877.204.122.300;0;Yellow
01/01/2024;08.16.00;3;484;5.827.725.576.108.430;894;48;11;Cloudy;15.380.516.131.659.400;4.866.062.030.935.560;0;Green
01/01/2024;08.17.00;1;735;700.185.880.486.375;68;99;22;Windy;11.648.222.233.937.000;4.836.350.717.550.860;0;Green
01/01/2024;08.18.00;1;162;49.965.906.192.010.100;586;93;4;Rainy;23.295.587.770.270.100;7.005.504.130.791.360;0;Green
01/01/2024;08.19.00;1;937;5.210.153.027.593.590;685;86;42;Windy;11.553.144.268.002.300;7.232.453.243.840.900;0;Red
01/01/2024;08.20.00;4;966;28.663.257.928.020.000;374;18;35;Sunny;29.163.932.359.168.800;8.622.058.197.072.860;0;Yellow
01/01/2024;08.21.00;1;171;6.703.924.152.136.130;731;11;35;Cloudy;27.980.286.190.844.700;4.349.031.448.307.840;0;Yellow
01/01/2024;08.22.00;5;593;451.633.767.000.183;327;14;2;Rainy;3.204.281.678.663.240;58.093.055.765.278.100;1;Green
01/01/2024;08.23.00;3;271;50.004.807.096.294.900;887;30;23;Cloudy;25.989.052.450.849.000;4.503.080.838.983.340;0;Yellow
01/01/2024;08.24.00;3;680;6.710.586.284.574.240;649;42;16;Cloudy;11.679.939.268.809.300;3.480.552.965.281.470;1;Red
01/01/2024;08.25.00;1;88;5.593.072.400.476.630;794;36;38;Rainy;16.328.803.137.240.400;54.193.831.676.849.200;0;Green
01/01/2024;08.26.00;4;546;32.065.923.646.560.000;65;78;25;Windy;30.198.296.114.067.900;52.444.844.837.292.100;0;Red
01/01/2024;08.27.00;4;829;55.413.959.549.053.500;321;28;3;Windy;14.178.310.432.839.600;46.226.047.198.931.200;0;Red
01/01/2024;08.28.00;5;282;4.445.797.147.877.930;887;25;44;Windy;27.462.011.695.372.100;4.781.969.346.836.490;0;Yellow
01/01/2024;08.29.00;1;992;4.817.153.252.263.170;427;1;11;Foggy;2.950.648.327.301.190;5.162.470.838.107.660;0;Yellow
01/01/2024;08.30.00;3;579;21.698.676.464.160.000;208;83;0;Windy;1.825.279.494.638.100;8.933.025.796.680.560;0;Green
01/01/2024;08.31.00;4;198;326.017.609.709.769;841;14;20;Rainy;18.057.436.835.072.700;769.774.659.580.368;0;Red
01/01/2024;08.32.00;1;446;36.862.284.882.861.600;849;3;18;Foggy;2.394.506.703.022.860;3.428.407.206.521.440;0;Yellow
01/01/2024;08.33.00;4;710;62.777.600.471.528.300;148;85;20;Windy;31.532.158.318.869.000;823.447.905.892.021;0;Green
01/01/2024;08.34.00;4;687;2.068.954.839.788.690;580;49;17;Foggy;15.597.655.047.837.000;6.799.819.958.392.020;0;Green
01/01/2024;08.35.00;3;953;4.452.663.567.374.790;556;37;42;Rainy;33.531.454.901.060.000;8.343.562.560.731.450;0;Yellow
01/01/2024;08.36.00;2;351;7.544.161.222.554.390;285;22;2;Windy;24.977.967.120.502.700;5.050.258.122.781.360;0;Red
01/01/2024;08.37.00;5;409;2.671.283.699.294.740;137;58;48;Sunny;348.031.617.838.069;57.871.131.888.703.100;0;Green
01/01/2024;08.38.00;5;287;50.985.463.293.116.600;483;89;43;Rainy;12.240.343.099.883.000;8.377.362.343.848.650;0;Yellow
01/01/2024;08.39.00;3;696;6.719.134.294.345.080;163;74;31;Cloudy;13.164.053.412.668.900;4.635.438.815.482.080;0;Green
01/01/2024;08.40.00;4;712;76.551.878.451.207;461;27;9;Cloudy;30.666.045.092.837.000;8.493.005.257.472.490;0;Yellow
01/01/2024;08.41.00;1;285;6.480.659.837.202.300;219;65;39;Rainy;3.161.889.739.009.620;7.970.998.272.865.610;0;Green
01/01/2024;08.42.00;4;785;63.233.932.918.664.300;176;7;14;Cloudy;2.113.646.720.927.330;888.334.764.545.576;0;Red
01/01/2024;08.43.00;3;252;6.958.928.541.174.570;506;28;4;Rainy;27.851.779.403.558.300;4.945.545.522.098.170;0;Green
01/01/2024;08.44.00;5;305;4.677.207.325.865.260;879;10;3;Sunny;31.688.932.186.138.400;44.145.190.800.287.000;0;Yellow
01/01/2024;08.45.00;4;647;6.835.067.195.706.990;153;17;27;Rainy;11.078.194.705.470.700;49.852.013.822.743.600;0;Yellow
01/01/2024;08.46.00;5;711;2.047.786.428.472.700;167;54;3;Windy;24.348.760.574.831.400;8.727.898.775.932.410;0;Yellow
01/01/2024;08.47.00;1;284;754.736.633.226.083;355;49;14;Windy;31.337.016.663.162.200;4.998.439.776.317.640;0;Red
01/01/2024;08.48.00;5;394;4.659.839.057.103.050;90;13;16;Foggy;19.953.873.614.619.300;6.391.270.919.743.420;0;Yellow
01/01/2024;08.49.00;5;583;5.320.281.127.194.480;252;73;43;Cloudy;1.755.959.015.281.060;5.422.075.695.519.080;0;Yellow
01/01/2024;08.50.00;2;909;3.529.293.493.489.290;353;98;2;Cloudy;29.892.667.127.370.900;53.773.208.668.906.800;0;Red
01/01/2024;08.51.00;2;846;6.455.184.997.042.520;830;8;9;Rainy;18.394.664.587.570.900;4.160.271.659.274.330;0;Yellow
01/01/2024;08.52.00;2;830;2.459.814.838.851.490;685;98;46;Cloudy;1.007.935.745.461.250;622.247.724.478.554;0;Yellow
01/01/2024;08.53.00;5;515;7.235.814.815.281.010;109;10;41;Windy;33.989.314.690.726.600;8.096.425.529.803.240;0;Red
01/01/2024;08.54.00;3;819;6.968.700.974.038.050;353;62;22;Sunny;24.803.080.908.775.400;32.969.100.813.232.200;0;Green
01/01/2024;08.55.00;5;590;3.296.360.697.468.590;218;75;17;Rainy;3.048.794.796.775.170;833.535.956.198.053;0;Yellow
01/01/2024;08.56.00;3;262;6.855.946.389.711.570;180;66;0;Cloudy;30.632.539.058.567.800;6.992.837.790.823.790;0;Green
01/01/2024;08.57.00;3;512;6.718.146.398.368.880;557;52;34;Windy;1.166.026.050.931.830;6.700.428.483.449.410;0;Red
01/01/2024;08.58.00;2;485;5.793.299.586.523.690;140;38;30;Foggy;1.427.150.498.466.160;6.755.401.397.543.950;0;Yellow
01/01/2024;08.59.00;4;332;42.411.210.613.981.200;320;77;43;Cloudy;17.778.017.018.991.100;4.777.619.015.726.810;0;Yellow
01/01/2024;09.00.00;1;611;3.628.992.525.091.200;743;55;0;Sunny;18.017.482.126.033.000;54.908.670.232.097.200;0;Red
01/01/2024;09.01.00;2;656;33.907.015.417.361;594;27;2;Sunny;26.469.652.942.022.800;7.795.740.035.425.280;0;Yellow
01/01/2024;09.02.00;2;512;3.911.653.776.581.640;455;74;2;Cloudy;2.557.832.301.881.710;4.838.286.221.617.730;0;Green
01/01/2024;09.03.00;4;456;7.421.350.660.595.180;87;38;36;Cloudy;22.364.744.450.245.300;58.201.212.574.361.800;0;Green
01/01/2024;09.04.00;1;137;24.658.446.559.326.800;784;24;18;Windy;15.281.593.307.719.100;311.779.362.832.592;0;Red
01/01/2024;09.05.00;5;93;6.973.227.657.517.750;478;20;28;Cloudy;19.549.586.742.257.500;740.135.011.761.304;0;Yellow
01/01/2024;09.06.00;5;510;4.093.340.450.250.940;533;9;24;Foggy;23.589.849.211.629.200;55.062.130.600.716.300;0;Yellow
01/01/2024;09.07.00;2;327;5.129.596.376.068.140;417;42;32;Windy;2.169.963.415.259.850;61.521.526.108.416.200;1;Red
01/01/2024;09.08.00;1;732;6.766.913.801.890.940;639;14;35;Rainy;1.318.231.332.737.690;36.881.359.068.645.500;0;Green
01/01/2024;09.09.00;2;470;7.306.259.282.137.820;305;82;28;Foggy;26.237.762.337.548.000;8.950.285.372.724.620;1;Green
01/01/2024;09.10.00;3;750;40.686.885.204.358.800;580;47;25;Windy;11.826.294.420.266.500;4.814.806.961.909.070;0;Red
01/01/2024;09.11.00;2;402;4.771.060.887.650.660;159;85;3;Windy;19.454.867.077.027.000;6.809.937.969.578.700;0;Yellow
01/01/2024;09.12.00;2;745;44.870.963.889.007.500;749;20;48;Sunny;27.750.733.691.880.700;6.487.418.069.126.790;0;Green
01/01/2024;09.13.00;5;564;20.795.062.010.234.600;575;59;13;Windy;10.500.588.362.992.600;7.710.553.223.549.940;0;Yellow
01/01/2024;09.14.00;5;752;377.565.733.315.194;800;95;49;Foggy;24.249.570.476.132.900;4.763.021.733.731.760;0;Green
01/01/2024;09.15.00;5;679;4.755.135.402.395.370;609;49;26;Cloudy;18.363.024.353.582.400;7.535.564.069.983.420;0;Yellow
01/01/2024;09.16.00;3;68;4.466.561.653.282.630;747;22;32;Foggy;10.220.796.085.568.300;52.950.103.841.144.000;0;Green
01/01/2024;09.17.00;5;72;6.331.575.365.094.070;629;12;21;Rainy;14.759.581.776.524.200;54.669.657.950.780.900;0;Yellow
01/01/2024;09.18.00;1;462;4.308.821.703.326.610;767;68;47;Windy;33.523.654.831.766.300;7.036.275.158.920.620;0;Red
01/01/2024;09.19.00;4;79;4.936.258.693.824.020;301;3;2;Windy;2.302.872.263.762.720;7.705.714.630.442.810;0;Green
01/01/2024;09.20.00;1;856;457.765.155.279.418;680;91;22;Windy;3.493.068.011.572.820;7.001.199.816.723.350;0;Red
01/01/2024;09.21.00;1;157;6.443.756.893.366.220;835;77;20;Windy;2.312.041.875.911.850;8.399.277.123.426.910;0;Green
01/01/2024;09.22.00;5;416;7.177.834.393.921.770;597;71;40;Sunny;23.598.410.307.256.700;4.710.954.177.060.400;0;Green
01/01/2024;09.23.00;4;330;5.191.334.474.045.080;765;8;22;Sunny;1.979.607.532.332.130;8.403.700.392.611.690;0;Green
01/01/2024;09.24.00;4;177;6.736.593.165.171.140;476;34;3;Cloudy;17.751.010.468.285.300;3.785.181.155.660.270;0;Yellow
01/01/2024;09.25.00;4;278;3.780.720.092.119.100;106;20;20;Windy;1.628.863.882.832.360;6.957.181.914.179.880;0;Green
01/01/2024;09.26.00;3;160;52.482.176.609.436.100;98;57;36;Rainy;18.585.515.403.266.800;6.285.783.908.281.060;0;Red
01/01/2024;09.27.00;5;185;40.713.797.220.198.300;224;17;42;Cloudy;21.496.277.022.510.800;59.678.156.424.935.300;0;Yellow
01/01/2024;09.28.00;4;411;4.485.205.553.430.980;810;96;30;Windy;14.799.798.755.769.700;48.654.721.731.730.600;0;Yellow
01/01/2024;09.29.00;3;235;6.394.483.188.876.010;356;71;20;Sunny;15.621.877.295.142.300;6.022.396.471.849.400;0;Green
01/01/2024;09.30.00;2;705;7.289.974.893.996.270;273;80;25;Rainy;16.788.619.216.710.900;39.706.401.383.082.100;0;Yellow
01/01/2024;09.31.00;2;633;27.289.723.465.265.900;323;42;40;Cloudy;2.123.149.729.827.090;52.159.256.652.700.500;0;Green
01/01/2024;09.32.00;3;178;5.807.835.538.924.280;399;94;34;Rainy;26.320.334.170.356.000;35.920.855.049.032.600;0;Red
01/01/2024;09.33.00;3;925;5.492.862.845.466.790;149;97;37;Windy;3.140.365.375.715.710;6.431.079.598.717.910;0;Yellow
01/01/2024;09.34.00;5;310;2.710.490.235.055.590;615;5;23;Foggy;17.178.295.929.678.500;3.574.607.317.197.760;0;Yellow
01/01/2024;09.35.00;5;564;3.271.365.982.640.650;295;85;10;Rainy;14.593.208.508.535.900;3.962.067.863.430.990;0;Red
01/01/2024;09.36.00;2;498;3.866.014.968.396.080;718;77;40;Rainy;19.471.186.621.263.800;3.512.800.808.924.880;0;Red
01/01/2024;09.37.00;4;949;3.001.586.424.905.000;577;66;28;Sunny;3.235.957.690.929.630;52.878.638.397.124.600;0;Green
01/01/2024;09.38.00;2;153;34.623.768.951.460.500;202;11;46;Windy;10.246.518.208.428.400;805.175.072.651.009;0;Yellow
01/01/2024;09.39.00;4;532;3.605.604.793.170.240;287;99;2;Rainy;26.946.715.401.443.600;8.441.378.349.802.960;1;Red
01/01/2024;09.40.00;4;273;40.140.429.982.343.500;827;11;0;Windy;21.929.001.160.289.500;34.313.367.276.000.800;0;Yellow
01/01/2024;09.41.00;5;881;6.496.342.716.806.950;341;65;18;Sunny;14.026.155.374.017.000;6.807.300.845.169.760;0;Red
01/01/2024;09.42.00;1;923;5.431.473.223.103.600;531;1;45;Windy;18.025.538.156.861.600;710.631.254.755.244;0;Yellow
01/01/2024;09.43.00;1;915;7.917.480.031.708.400;631;14;48;Sunny;15.623.751.096.925.800;6.202.619.654.592.140;0;Red
01/01/2024;09.44.00;3;540;4.488.414.961.804.820;97;22;21;Sunny;31.945.804.197.253.000;7.001.909.168.817.270;0;Yellow
01/01/2024;09.45.00;5;522;6.523.190.443.021.550;803;28;13;Cloudy;22.046.834.598.624.700;4.402.144.292.658.570;0;Green
01/01/2024;09.46.00;4;59;7.228.810.528.259.200;358;80;48;Windy;2.407.735.694.681.230;59.378.652.709.140.900;0;Yellow
01/01/2024;09.47.00;1;454;6.073.870.958.228.250;693;95;13;Foggy;24.842.190.483.425.500;5.345.255.094.214.970;0;Green
01/01/2024;09.48.00;4;945;4.471.188.442.504.970;575;6;43;Cloudy;25.990.428.115.058.900;3.538.247.708.637.780;0;Green
01/01/2024;09.49.00;1;351;6.521.567.784.474.510;528;93;15;Sunny;22.388.892.259.398.200;6.753.338.638.334.930;0;Green
01/01/2024;09.50.00;1;280;3.222.002.826.636.100;257;27;32;Foggy;10.446.838.270.907.800;59.712.911.560.292.700;0;Yellow
01/01/2024;09.51.00;1;780;3.965.312.991.080.790;153;13;12;Rainy;18.368.067.172.866.200;4.651.044.161.415.490;0;Yellow
01/01/2024;09.52.00;5;972;52.801.115.305.957.300;211;43;37;Rainy;1.459.683.101.802.470;5.842.111.562.420.220;0;Green
01/01/2024;09.53.00;2;115;545.245.632.371.689;375;29;48;Cloudy;27.003.571.072.791.900;7.651.788.110.385.010;0;Red
01/01/2024;09.54.00;4;986;21.328.488.528.357.700;297;80;11;Foggy;11.417.616.284.251.100;7.809.946.576.848.380;0;Yellow
01/01/2024;09.55.00;5;161;7.670.685.132.536.050;37;31;37;Windy;24.095.084.777.791.100;6.897.156.772.496.210;0;Yellow
01/01/2024;09.56.00;5;62;617.976.362.730.434;543;69;38;Foggy;15.265.793.056.857.500;58.064.870.004.009.800;0;Yellow
01/01/2024;09.57.00;5;442;4.974.222.501.391.340;199;87;32;Cloudy;3.372.114.596.167.650;6.454.497.835.223.080;0;Yellow
01/01/2024;09.58.00;5;549;7.598.763.406.449.850;142;5;32;Windy;18.388.523.554.663.300;5.310.092.228.133.700;0;Green
01/01/2024;09.59.00;5;981;46.345.733.915.049.700;265;26;28;Windy;18.130.529.784.365.800;37.593.380.579.654.200;0;Red
01/01/2024;10.00.00;3;647;788.261.342.162.223;753;81;4;Rainy;3.308.461.669.976.800;5.313.723.584.316.550;0;Red
01/01/2024;10.01.00;4;283;5.073.708.543.460.910;392;87;5;Foggy;2.043.369.800.760.350;6.181.996.536.417.800;0;Red
01/01/2024;10.02.00;5;651;2.685.714.619.987.870;70;23;30;Windy;3.407.155.835.464.350;6.593.004.087.903.500;0;Red
01/01/2024;10.03.00;4;363;6.588.805.834.755.660;90;33;15;Cloudy;10.604.258.803.337.500;8.614.805.856.327.720;1;Green
01/01/2024;10.04.00;3;615;6.073.386.350.467.040;499;39;30;Rainy;17.658.614.380.053.600;7.664.000.670.183.690;0;Yellow
01/01/2024;10.05.00;3;61;6.637.920.327.833.520;579;46;24;Windy;2.665.482.400.666.070;3.911.955.368.668.060;0;Yellow
01/01/2024;10.06.00;4;258;7.708.652.172.354.080;38;78;47;Foggy;3.227.142.411.319.090;40.450.932.399.175.600;0;Green
01/01/2024;10.07.00;1;63;6.658.935.815.906.100;793;74;45;Rainy;16.410.139.825.207.000;3.602.968.555.438.520;0;Yellow
01/01/2024;10.08.00;2;682;56.680.196.132.998.800;103;85;32;Foggy;3.326.193.979.909.170;7.429.090.363.325.500;0;Green
01/01/2024;10.09.00;1;467;7.143.853.414.165.040;174;23;12;Foggy;24.853.036.662.479.700;7.236.733.670.951.140;0;Red
01/01/2024;10.10.00;1;486;6.039.478.636.127.180;584;64;9;Foggy;300.252.060.799.479;8.918.177.410.181.280;0;Green
01/01/2024;10.11.00;1;426;4.448.714.340.955.530;638;17;23;Rainy;19.930.182.607.672.400;6.132.140.505.986.090;0;Yellow
01/01/2024;10.12.00;5;69;7.313.718.585.450.630;376;43;9;Windy;15.304.509.564.171.800;7.958.489.573.093.290;1;Yellow
01/01/2024;10.13.00;3;636;33.314.027.647.062.300;835;75;40;Sunny;32.780.885.386.192.300;6.458.639.151.856.720;0;Yellow
01/01/2024;10.14.00;1;961;62.878.476.494.523.400;666;56;30;Windy;3.332.839.671.015.540;8.244.520.275.164.620;0;Red
01/01/2024;10.15.00;3;804;7.289.380.729.644.540;462;27;12;Rainy;2.243.937.860.385.330;7.326.126.235.816.500;0;Green
01/01/2024;10.16.00;4;784;6.387.899.118.219.770;88;70;2;Sunny;10.162.375.399.981.400;6.857.304.089.947.510;0;Green
01/01/2024;10.17.00;2;119;6.183.652.514.323.140;542;22;49;Sunny;12.744.573.841.760.100;6.390.736.025.898.300;0;Yellow
01/01/2024;10.18.00;4;873;6.515.829.764.431.010;162;84;33;Sunny;24.325.699.005.793.000;7.337.823.146.657.840;0;Green
01/01/2024;10.19.00;4;260;4.790.331.489.803.860;211;33;48;Cloudy;10.594.417.557.547.100;5.517.923.056.026.060;0;Yellow
01/01/2024;10.20.00;5;150;7.245.024.092.942.150;406;10;27;Rainy;19.922.798.099.667.300;3.579.459.484.233.980;0;Green
01/01/2024;10.21.00;2;747;3.220.618.850.816.540;397;85;18;Cloudy;17.584.248.639.300.300;3.239.916.772.787.040;0;Red
01/01/2024;10.22.00;4;181;27.643.184.960.020.300;600;34;22;Sunny;27.858.706.885.055.100;5.874.142.389.655.040;0;Red
01/01/2024;10.23.00;4;672;371.305.268.071.107;554;92;44;Cloudy;11.389.466.823.698.300;6.595.749.493.320.840;0;Green
01/01/2024;10.24.00;2;430;5.189.464.380.649.950;712;41;31;Cloudy;22.218.281.724.432.100;3.473.094.183.423.750;0;Red
01/01/2024;10.25.00;2;181;5.063.370.772.456.020;312;27;12;Rainy;24.477.856.746.890.100;47.214.212.934.726.100;0;Red
01/01/2024;10.26.00;4;69;692.359.254.605.952;28;81;32;Foggy;2.543.227.690.131.540;49.321.932.358.529.200;0;Red
01/01/2024;10.27.00;2;955;4.427.411.938.424.100;290;77;33;Cloudy;20.128.941.800.423.500;63.767.732.112.495.000;0;Yellow
01/01/2024;10.28.00;4;585;4.906.066.557.749.050;406;81;32;Cloudy;17.609.194.585.738.700;4.670.894.736.256.730;0;Green
01/01/2024;10.29.00;4;276;2.080.206.099.556.370;112;91;4;Sunny;2.706.232.584.342.870;357.389.159.733.604;0;Green
01/01/2024;10.30.00;5;203;4.458.435.418.657.630;548;23;2;Sunny;31.189.226.202.562.300;39.891.404.456.793.000;0;Yellow
01/01/2024;10.31.00;1;854;5.886.645.397.702.050;173;7;6;Sunny;2.734.044.094.457.190;40.436.868.096.251.500;0;Yellow
01/01/2024;10.32.00;4;791;2.093.049.983.759.550;424;52;23;Windy;3.330.255.913.643.050;8.056.169.665.336.560;0;Red
01/01/2024;10.33.00;3;518;3.685.291.791.117.460;859;71;21;Cloudy;2.793.158.813.394.810;4.705.918.121.869.740;0;Green
01/01/2024;10.34.00;1;871;32.477.381.557.363.300;168;3;44;Sunny;29.115.468.350.340.400;7.288.150.403.488.540;0;Yellow
01/01/2024;10.35.00;1;920;22.519.125.734.575.200;286;90;22;Rainy;14.197.579.915.052.200;6.407.032.478.035.830;0;Red
01/01/2024;10.36.00;1;454;4.875.560.539.487.220;441;99;29;Windy;20.488.491.113.167.700;8.862.232.521.698.650;0;Green
01/01/2024;10.37.00;5;251;3.090.339.759.368.930;859;4;17;Foggy;2.212.638.327.389.910;4.636.936.013.281.210;0;Red
01/01/2024;10.38.00;4;87;6.458.489.237.788.280;637;96;31;Cloudy;1.640.732.905.736.510;3.950.238.123.175.200;0;Green
01/01/2024;10.39.00;5;991;7.087.567.302.580.090;491;48;6;Cloudy;232.134.965.089.072;3.312.227.026.167.360;0;Red
01/01/2024;10.40.00;4;821;52.735.110.960.148.800;566;97;32;Rainy;1.726.979.860.554.610;4.445.757.973.687.680;1;Green
01/01/2024;10.41.00;5;237;7.890.244.055.126.840;650;29;4;Foggy;271.875.523.201.104;7.104.425.318.492.350;0;Green
01/01/2024;10.42.00;5;106;4.702.871.428.823.570;545;71;48;Foggy;21.757.211.917.579.300;3.511.549.347.821.160;0;Green
01/01/2024;10.43.00;3;990;50.802.092.613.494.900;522;62;27;Windy;21.470.173.856.725.800;4.468.211.070.897.950;0;Green
01/01/2024;10.44.00;5;69;7.935.306.523.746.500;33;46;7;Cloudy;3.459.106.327.582.020;8.131.850.209.104.070;0;Red
01/01/2024;10.45.00;2;322;3.389.290.615.790.290;797;25;14;Sunny;19.811.121.213.564.200;6.497.717.696.187.120;0;Yellow
01/01/2024;10.46.00;3;168;7.655.275.638.061.430;671;56;3;Rainy;19.057.385.814.739.200;3.417.129.241.519.170;1;Green
01/01/2024;10.47.00;5;632;22.570.253.307.146.700;825;36;33;Rainy;17.965.109.282.066.300;32.860.988.654.985.700;0;Green
01/01/2024;10.48.00;1;565;46.783.213.415.791.600;383;97;4;Rainy;3.236.873.052.439.490;33.667.372.519.546.000;0;Green
01/01/2024;10.49.00;2;270;24.200.210.727.983.900;138;6;32;Rainy;22.418.095.652.454.400;8.651.250.300.883.510;0;Green
01/01/2024;10.50.00;2;575;6.375.408.457.481.850;257;39;4;Sunny;2.500.036.193.701.580;8.099.228.571.366.320;0;Red
